,train/loss,train/epoch,train/rewards/margins,train/rewards/rejected,train/logps/rejected,train/logps/chosen,train/logps/answer,train/ref_logps/chosen,train/rewards/accuracies,train/losses/total,train/losses/sft,train/global_step,train/ref_logps/answer,train/losses/dpo,train/rewards/chosen,train/learning_rate,train/ref_logps/rejected,_step,_runtime,_timestamp,train/grad_norm
0,0.4624,0.0,0.0,0.0,-1.0821837186813354,-0.7997877597808838,-1.9965927600860596,-0.7997877597808838,0,0.5936171412467957,1.0622342824935913,1,-1.9965927600860596,0.0625,0.0,2.94811320754717e-10,-1.0821837186813354,0,6.644830703735352,1741097175.4921818,0.8437228202819824
1,0.634,0.0,0.0,0.0,-1.132258653640747,-1.1430391073226929,-1.5160102844238281,-1.1430391073226929,0,0.8277869820594788,1.5305739641189575,2,-1.5160102844238281,0.0625,0.0,5.89622641509434e-10,-1.132258653640747,1,9.580087423324585,1741097178.4274385,0.8612416386604309
2,0.4722,0.0,0.0025777816772460938,-0.0020351409912109375,-1.0532994270324707,-0.8176076412200928,-1.2345662117004395,-0.8174788951873779,1,0.7054358124732971,1.2871571779251099,6,-1.232538104057312,0.06185721606016159,0.0005426406860351562,1.7688679245283018e-09,-1.0549042224884033,5,21.441341638565063,1741097190.2886927,1.5196733474731445
3,0.5861,0.0,-0.00868988037109375,-0.0030481815338134766,-1.183199405670166,-1.046417236328125,-2.021510601043701,-1.0459872484207153,0,0.7554842829704285,1.3815858364105225,8,-2.024566888809204,0.06469134986400604,-0.011738061904907227,2.358490566037736e-09,-1.1835647821426392,7,27.34981417655945,1741097196.1971653,0.49595120549201965
4,0.4242,0.0,0.006422996520996094,0.010373592376708984,-0.8962383270263672,-0.7248021364212036,-1.1389528512954712,-0.7289750576019287,1,0.6584731936454773,1.1951372623443604,9,-1.140312671661377,0.06090456619858742,0.016796588897705078,2.6533018867924524e-09,-0.8988949060440063,8,30.283551454544067,1741097199.1309025,1.3737003803253174
5,0.5945,0.0,0.008224010467529297,-0.00847923755645752,-0.9551692008972168,-1.0668160915374756,-1.7516582012176514,-1.0673117637634277,1,0.4709502160549164,0.8209786415100098,10,-1.752383828163147,0.060460906475782394,-0.00025522708892822266,2.9481132075471697e-09,-0.9528640508651733,9,33.39970803260803,1741097202.247059,0.70328289270401
6,0.5509,0.0,0.019747495651245117,-0.012465715408325195,-1.4973207712173462,-0.9790983200073242,-2.0484778881073,-0.9802201986312866,1,0.7710323333740234,1.4267433881759644,11,-2.0544776916503906,0.05766061693429947,0.007281780242919922,3.2429245283018866e-09,-1.4960951805114746,10,36.34971070289612,1741097205.1970618,0.8620073199272156
7,0.4727,0.0,-0.0052803754806518555,0.0004780292510986328,-1.2657253742218018,-0.821224570274353,-0.8963788151741028,-0.8215370178222656,0,0.5386288166046143,0.9496034979820251,12,-0.8976465463638306,0.06382706761360168,-0.004802346229553223,3.5377358490566036e-09,-1.265139102935791,11,39.28883600234985,1741097208.136187,1.202999472618103
8,0.5832,0.0,0.0033408403396606445,-0.0008065700531005859,-1.359921932220459,-1.0458743572235107,-1.6479473114013672,-1.0475422143936157,1,0.553713858127594,0.9840925335884094,13,-1.649038314819336,0.06166758015751839,0.0025342702865600586,3.8325471698113205e-09,-1.3569114208221436,12,42.39986038208008,1741097211.2472115,1.0859630107879639
9,0.5323,0.0,0.008036255836486816,-0.0067566633224487305,-0.9000717401504517,-0.9407873153686523,-1.4458497762680054,-0.9403383135795593,1,0.4508291184902191,0.7806440591812134,15,-1.443969488143921,0.06050708144903183,0.001279592514038086,4.422169811320754e-09,-0.8983914256095886,14,48.294347286224365,1741097217.1416984,0.7915862202644348
10,0.6578,0.0,-0.011362791061401367,0.011148214340209961,-1.2278963327407837,-1.1939506530761719,-1.6994614601135254,-1.1981267929077148,0,0.5500494241714478,0.9693529605865479,17,-1.7019648551940918,0.06537297368049622,-0.00021457672119140625,5.011792452830188e-09,-1.2286598682403564,16,54.19785714149475,1741097223.0452082,0.8023949861526489
11,0.6558,0.0,0.0031745433807373047,-0.0047512054443359375,-1.251727819442749,-1.1884104013442993,-1.5870423316955566,-1.1900057792663574,1,0.592898428440094,1.0623791217803955,18,-1.5869593620300293,0.061708882451057434,-0.0015766620635986328,5.306603773584905e-09,-1.2514902353286743,17,57.137529373168945,1741097225.9848804,0.7695382833480835
12,0.6087,0.0,0.011622905731201172,-0.0005109310150146484,-0.9950074553489685,-1.0903905630111694,-1.4431867599487305,-1.0924466848373413,1,0.5851532220840454,1.0510503053665161,19,-1.4441890716552734,0.05962804704904556,0.011111974716186523,5.601415094339622e-09,-0.9989576935768127,18,60.052786111831665,1741097228.9001372,2.174501657485962
13,0.5161,0.0,0.007899761199951172,-0.010359764099121094,-0.9520379304885864,-0.9112892746925354,-1.4249907732009888,-0.9109537601470947,1,0.596811830997467,1.0725423097610474,20,-1.4232242107391357,0.060540661215782166,-0.002460002899169922,5.896226415094339e-09,-0.9476334452629089,19,62.99748373031616,1741097231.8448348,0.46532830595970154
14,0.6405,0.0,-0.0036444664001464844,0.008227109909057617,-1.2623744010925293,-1.1493117809295654,-1.9152276515960693,-1.1459970474243164,0,0.7141749262809753,1.3015209436416626,21,-1.918239712715149,0.06341443955898285,0.004582643508911133,6.191037735849057e-09,-1.2657337188720703,20,65.94312953948975,1741097234.7904806,1.0821938514709473
15,0.6194,0.01,0.004668831825256348,-0.0018246173858642578,-1.113694667816162,-1.1130653619766235,-1.6315606832504272,-1.1113002300262451,1,0.3557116389274597,0.5887467265129089,22,-1.63080894947052,0.06133827194571495,0.00284421443939209,6.485849056603773e-09,-1.1125671863555908,21,68.88262939453125,1741097237.7299805,0.8539484143257141
16,0.6362,0.01,0.023839473724365234,-0.01406562328338623,-1.021885633468628,-1.1494371891021729,-1.4074978828430176,-1.15087890625,1,0.5168992280960083,0.9204340577125549,23,-1.4054479598999023,0.05668221041560173,0.009773850440979004,6.780660377358491e-09,-1.0211091041564941,22,71.80166411399841,1741097240.6490152,0.7497725486755371
17,0.5611,0.01,0.005679965019226074,-0.00555872917175293,-0.924218475818634,-1.001316785812378,-1.3804694414138794,-1.0043177604675293,1,0.5016863346099854,0.8811965584754944,25,-1.375434398651123,0.06108807399868965,0.00012123584747314453,7.3702830188679245e-09,-0.9231117367744446,24,77.70234107971191,1741097246.5496922,0.5195086598396301
18,0.5589,0.01,-0.0009586811065673828,0.00531005859375,-1.0319702625274658,-0.9966479539871216,-1.6363072395324707,-0.9975929260253906,0,0.6049408912658691,1.0844019651412964,28,-1.640511155128479,0.06273990124464035,0.004351377487182617,8.254716981132076e-09,-1.0290324687957764,27,86.62707352638245,1741097255.4744246,1.1659207344055176
19,0.5418,0.01,-0.013533473014831543,0.008418798446655273,-1.3103716373443604,-0.9624298810958862,-1.348820447921753,-0.9638305902481079,0,0.5241333842277527,0.9164084196090698,29,-1.3435139656066895,0.06592915952205658,-0.0051146745681762695,8.549528301886791e-09,-1.307652235031128,28,89.55074453353882,1741097258.3980956,1.6487436294555664
20,0.4134,0.01,-0.005213618278503418,-0.0015817880630493164,-0.9359208345413208,-0.7048903703689575,-1.179133415222168,-0.7057452201843262,0,0.36029312014579773,0.592965841293335,31,-1.1818019151687622,0.06381019949913025,-0.006795406341552734,9.139150943396226e-09,-0.9335857033729553,30,95.56329393386841,1741097264.410645,0.8500878214836121
21,0.5981,0.01,-0.005017399787902832,0.0012860298156738281,-1.1666401624679565,-1.0720937252044678,-1.7362257242202759,-1.0719414949417114,0,0.4237239956855774,0.7199267148971558,32,-1.7386229038238525,0.06376064568758011,-0.003731369972229004,9.433962264150943e-09,-1.1656203269958496,31,98.62925815582275,1741097267.4766092,1.0579276084899902
22,0.4313,0.01,0.004052639007568359,-0.0073277950286865234,-0.719711422920227,-0.7387168407440186,-1.6346638202667236,-0.7375019788742065,1,0.45384711027145386,0.7847123146057129,34,-1.6353743076324463,0.061490945518016815,-0.003275156021118164,1.0023584905660376e-08,-0.7172501087188721,33,104.51406955718994,1741097273.3614206,0.7821691036224365
23,0.6206,0.01,-0.004663705825805664,-0.00020599365234375,-1.253428339958191,-1.1170381307601929,-1.6280596256256104,-1.1159167289733887,0,0.675918459892273,1.224494218826294,35,-1.6277801990509033,0.06367136538028717,-0.004869699478149414,1.0318396226415094e-08,-1.2513775825500488,34,107.47433018684387,1741097276.3216813,1.3824249505996704
24,0.5309,0.01,-0.004729747772216797,0.006745576858520508,-1.2810657024383545,-0.9436126947402954,-1.632995367050171,-0.9485757946968079,0,0.5697612762451172,1.0121464729309082,36,-1.6357603073120117,0.06368803232908249,0.002015829086303711,1.061320754716981e-08,-1.2789745330810547,35,110.40234589576721,1741097279.249697,1.549963355064392
25,0.521,0.01,0.00046384334564208984,0.006048679351806641,-1.0891506671905518,-0.9199848175048828,-1.1255903244018555,-0.920224666595459,1,0.3714442551136017,0.6181203126907349,39,-1.12595796585083,0.062384091317653656,0.0065125226974487305,1.1497641509433961e-08,-1.0862877368927002,38,119.18547868728638,1741097288.0328298,1.7345739603042603
26,0.5656,0.01,0.0069310665130615234,-0.0037527084350585938,-1.0874354839324951,-1.0070478916168213,-1.8563112020492554,-1.0072553157806396,1,0.6556177139282227,1.1896770000457764,42,-1.8548243045806885,0.06077924370765686,0.0031783580780029297,1.2382075471698113e-08,-1.0868217945098877,41,128.0317587852478,1741097296.8791099,0.5517577528953552
27,0.5729,0.01,0.00468134880065918,0.0022416114807128906,-1.007901906967163,-1.0202312469482422,-1.6125458478927612,-1.0217952728271484,1,0.6104308366775513,1.0981913805007935,43,-1.6156796216964722,0.06133514270186424,0.00692296028137207,1.2676886792452831e-08,-1.0100209712982178,42,130.97263979911804,1741097299.8199909,1.0361464023590088
28,0.4721,0.01,-0.009653687477111816,0.0036710500717163086,-0.9410370588302612,-0.8200178146362305,-1.1265960931777954,-0.8198307156562805,0,0.5957677960395813,1.061662197113037,44,-1.1194140911102295,0.06493671983480453,-0.005982637405395508,1.2971698113207547e-08,-0.9399206638336182,43,133.91271924972534,1741097302.7600703,1.2218512296676636
29,0.2744,0.01,0.010061144828796387,-0.01036834716796875,-1.020279884338379,-0.419245183467865,-0.9249876737594604,-0.41895753145217896,1,0.5182327032089233,0.9164453148841858,45,-0.9297329783439636,0.060010019689798355,-0.0003072023391723633,1.3266509433962264e-08,-1.0244507789611816,44,136.8342592716217,1741097305.6816103,1.7903355360031128
30,0.5324,0.01,0.009261250495910645,-0.009387016296386719,-1.1790324449539185,-0.9396622180938721,-2.1059927940368652,-0.9402320384979248,1,0.5106485486030579,0.9008848071098328,46,-2.1074047088623047,0.060206130146980286,-0.00012576580047607422,1.3561320754716981e-08,-1.179667592048645,45,139.90680384635925,1741097308.754155,0.5968751907348633
31,0.4394,0.01,-0.005519270896911621,0.008464694023132324,-1.0952571630477905,-0.7542672157287598,-1.1323741674423218,-0.7549610137939453,0,0.4223591089248657,0.7169433236122131,47,-1.1353071928024292,0.06388743221759796,0.002945423126220703,1.3856132075471699e-08,-1.0955063104629517,46,142.97990345954895,1741097311.8272545,1.0906304121017456
