,train/losses/dpo,_step,train/ref_logps/answer,train/rewards/accuracies,train/logps/rejected,train/losses/total,_runtime,train/loss,train/grad_norm,train/ref_logps/chosen,train/rewards/margins,train/learning_rate,train/logps/answer,train/epoch,train/logps/chosen,train/rewards/chosen,train/losses/sft,train/ref_logps/rejected,_timestamp,train/rewards/rejected,train/global_step
0,0.0625,0,-1.9965927600860596,0,-1.0821837186813354,0.5936171412467957,6.644830703735352,0.4624,0.8437228202819824,-0.7997877597808838,0.0,2.94811320754717e-10,-1.9965927600860596,0.0,-0.7997877597808838,0.0,1.0622342824935913,-1.0821837186813354,1741097175.4921818,0.0,1
1,0.0625,1,-1.5160102844238281,0,-1.132258653640747,0.8277869820594788,9.580087423324585,0.634,0.8612416386604309,-1.1430391073226929,0.0,5.89622641509434e-10,-1.5160102844238281,0.0,-1.1430391073226929,0.0,1.5305739641189575,-1.132258653640747,1741097178.4274385,0.0,2
2,0.0625,2,-1.6619492769241333,0,-0.9172927141189575,0.528376579284668,12.626412391662598,0.4872,0.48851367831230164,-0.8494833707809448,0.0,8.844339622641509e-10,-1.6619492769241333,0.0,-0.8494833707809448,0.0,0.9317531585693359,-0.9172927141189575,1741097181.4737635,0.0,3
3,0.0625,3,-1.5138089656829834,0,-0.7449406385421753,0.3384356200695038,15.556862115859985,0.4333,0.953919529914856,-0.7403640747070312,0.0,1.179245283018868e-09,-1.5133516788482666,0.0,-0.7408336400985718,0.0,0.5518712401390076,-0.7452455759048462,1741097184.4042132,0.0,4
4,0.06564205139875412,4,-1.6925506591796875,0,-1.2265583276748657,0.7006778717041016,18.501260995864868,0.689,0.8261107206344604,-1.2545039653778076,-0.012414097785949707,1.4740566037735849e-09,-1.6926922798156738,0.0,-1.253349781036377,-0.011088132858276367,1.2700716257095337,-1.2273770570755005,1741097187.348612,0.0013259649276733398,5
5,0.06185721606016159,5,-1.232538104057312,1,-1.0532994270324707,0.7054358124732971,21.441341638565063,0.4722,1.5196733474731445,-0.8174788951873779,0.0025777816772460938,1.7688679245283018e-09,-1.2345662117004395,0.0,-0.8176076412200928,0.0005426406860351562,1.2871571779251099,-1.0549042224884033,1741097190.2886927,-0.0020351409912109375,6
6,0.063995860517025,6,-1.4889774322509766,0,-1.4743232727050781,0.5588908195495605,24.39908766746521,0.4874,0.6886736154556274,-0.8474149703979492,-0.005948066711425781,2.063679245283019e-09,-1.4897364377975464,0.0,-0.8490018844604492,-0.0046405792236328125,0.9897899031639099,-1.4736175537109375,1741097193.2464387,0.0013074874877929688,7
7,0.06469134986400604,7,-2.024566888809204,0,-1.183199405670166,0.7554842829704285,27.34981417655945,0.5861,0.49595120549201965,-1.0459872484207153,-0.00868988037109375,2.358490566037736e-09,-2.021510601043701,0.0,-1.046417236328125,-0.011738061904907227,1.3815858364105225,-1.1835647821426392,1741097196.1971653,-0.0030481815338134766,8
8,0.06090456619858742,8,-1.140312671661377,1,-0.8962383270263672,0.6584731936454773,30.283551454544067,0.4242,1.3737003803253174,-0.7289750576019287,0.006422996520996094,2.6533018867924524e-09,-1.1389528512954712,0.0,-0.7248021364212036,0.016796588897705078,1.1951372623443604,-0.8988949060440063,1741097199.1309025,0.010373592376708984,9
9,0.060460906475782394,9,-1.752383828163147,1,-0.9551692008972168,0.4709502160549164,33.39970803260803,0.5945,0.70328289270401,-1.0673117637634277,0.008224010467529297,2.9481132075471697e-09,-1.7516582012176514,0.0,-1.0668160915374756,-0.00025522708892822266,0.8209786415100098,-0.9528640508651733,1741097202.247059,-0.00847923755645752,10
10,0.05766061693429947,10,-2.0544776916503906,1,-1.4973207712173462,0.7710323333740234,36.34971070289612,0.5509,0.8620073199272156,-0.9802201986312866,0.019747495651245117,3.2429245283018866e-09,-2.0484778881073,0.0,-0.9790983200073242,0.007281780242919922,1.4267433881759644,-1.4960951805114746,1741097205.1970618,-0.012465715408325195,11
11,0.06382706761360168,11,-0.8976465463638306,0,-1.2657253742218018,0.5386288166046143,39.28883600234985,0.4727,1.202999472618103,-0.8215370178222656,-0.0052803754806518555,3.5377358490566036e-09,-0.8963788151741028,0.0,-0.821224570274353,-0.004802346229553223,0.9496034979820251,-1.265139102935791,1741097208.136187,0.0004780292510986328,12
12,0.06166758015751839,12,-1.649038314819336,1,-1.359921932220459,0.553713858127594,42.39986038208008,0.5832,1.0859630107879639,-1.0475422143936157,0.0033408403396606445,3.8325471698113205e-09,-1.6479473114013672,0.0,-1.0458743572235107,0.0025342702865600586,0.9840925335884094,-1.3569114208221436,1741097211.2472115,-0.0008065700531005859,13
13,0.06545791774988174,13,-1.9682815074920654,0,-1.117853045463562,0.7328574657440186,45.338534355163574,0.5964,0.8745192289352417,-1.0689693689346313,-0.011694908142089844,4.127358490566038e-09,-1.9651771783828735,0.0,-1.070417881011963,-0.013684749603271484,1.33479905128479,-1.1137582063674927,1741097214.1858854,-0.0019898414611816406,14
14,0.06050708144903183,14,-1.443969488143921,1,-0.9000717401504517,0.4508291184902191,48.294347286224365,0.5323,0.7915862202644348,-0.9403383135795593,0.008036255836486816,4.422169811320754e-09,-1.4458497762680054,0.0,-0.9407873153686523,0.001279592514038086,0.7806440591812134,-0.8983914256095886,1741097217.1416984,-0.0067566633224487305,15
15,0.06494856625795364,15,-1.7457213401794434,0,-1.0365440845489502,0.41975137591362,51.25234580039978,0.5831,0.8502318859100342,-1.0329475402832031,-0.009700179100036621,4.716981132075472e-09,-1.7517565488815308,0.0,-1.0357939004898071,-0.006179690361022949,0.7096056342124939,-1.0390381813049316,1741097220.0996969,0.003520488739013672,16
16,0.06537297368049622,16,-1.7019648551940918,0,-1.2278963327407837,0.5500494241714478,54.19785714149475,0.6578,0.8023949861526489,-1.1981267929077148,-0.011362791061401367,5.011792452830188e-09,-1.6994614601135254,0.0,-1.1939506530761719,-0.00021457672119140625,0.9693529605865479,-1.2286598682403564,1741097223.0452082,0.011148214340209961,17
17,0.061708882451057434,17,-1.5869593620300293,1,-1.251727819442749,0.592898428440094,57.137529373168945,0.6558,0.7695382833480835,-1.1900057792663574,0.0031745433807373047,5.306603773584905e-09,-1.5870423316955566,0.0,-1.1884104013442993,-0.0015766620635986328,1.0623791217803955,-1.2514902353286743,1741097225.9848804,-0.0047512054443359375,18
18,0.05962804704904556,18,-1.4441890716552734,1,-0.9950074553489685,0.5851532220840454,60.052786111831665,0.6087,2.174501657485962,-1.0924466848373413,0.011622905731201172,5.601415094339622e-09,-1.4431867599487305,0.0,-1.0903905630111694,0.011111974716186523,1.0510503053665161,-0.9989576935768127,1741097228.9001372,-0.0005109310150146484,19
19,0.060540661215782166,19,-1.4232242107391357,1,-0.9520379304885864,0.596811830997467,62.99748373031616,0.5161,0.46532830595970154,-0.9109537601470947,0.007899761199951172,5.896226415094339e-09,-1.4249907732009888,0.0,-0.9112892746925354,-0.002460002899169922,1.0725423097610474,-0.9476334452629089,1741097231.8448348,-0.010359764099121094,20
20,0.06341443955898285,20,-1.918239712715149,0,-1.2623744010925293,0.7141749262809753,65.94312953948975,0.6405,1.0821938514709473,-1.1459970474243164,-0.0036444664001464844,6.191037735849057e-09,-1.9152276515960693,0.0,-1.1493117809295654,0.004582643508911133,1.3015209436416626,-1.2657337188720703,1741097234.7904806,0.008227109909057617,21
21,0.06133827194571495,21,-1.63080894947052,1,-1.113694667816162,0.3557116389274597,68.88262939453125,0.6194,0.8539484143257141,-1.1113002300262451,0.004668831825256348,6.485849056603773e-09,-1.6315606832504272,0.01,-1.1130653619766235,0.00284421443939209,0.5887467265129089,-1.1125671863555908,1741097237.7299805,-0.0018246173858642578,22
22,0.05668221041560173,22,-1.4054479598999023,1,-1.021885633468628,0.5168992280960083,71.80166411399841,0.6362,0.7497725486755371,-1.15087890625,0.023839473724365234,6.780660377358491e-09,-1.4074978828430176,0.01,-1.1494371891021729,0.009773850440979004,0.9204340577125549,-1.0211091041564941,1741097240.6490152,-0.01406562328338623,23
23,0.06316626816987991,23,-1.4592993259429932,0,-0.8855278491973877,0.5169931054115295,74.76679039001465,0.4818,0.6888744831085205,-0.8358854651451111,-0.0026580095291137695,7.075471698113207e-09,-1.463306188583374,0.01,-0.8367788791656494,-0.004323601722717285,0.9076536893844604,-0.8864223957061768,1741097243.6141415,-0.0016655921936035156,24
24,0.06108807399868965,24,-1.375434398651123,1,-0.924218475818634,0.5016863346099854,77.70234107971191,0.5611,0.5195086598396301,-1.0043177604675293,0.005679965019226074,7.3702830188679245e-09,-1.3804694414138794,0.01,-1.001316785812378,0.00012123584747314453,0.8811965584754944,-0.9231117367744446,1741097246.5496922,-0.00555872917175293,25
25,0.06817996501922607,25,-0.938687801361084,0,-0.89801025390625,0.5795751214027405,80.61761713027954,0.394,0.7826470136642456,-0.670846164226532,-0.02222585678100586,7.665094339622641e-09,-0.9373694658279419,0.01,-0.6665308475494385,-0.001127481460571289,1.0227903127670288,-0.898614764213562,1741097249.4649682,0.02109837532043457,26
26,0.06401534378528595,26,-2.116771697998047,0,-1.067814826965332,0.5261489748954773,83.68347430229187,0.6181,0.3462463617324829,-1.1158199310302734,-0.006025075912475586,7.959905660377358e-09,-2.1153926849365234,0.01,-1.1144545078277588,-0.007494330406188965,0.9242672324180603,-1.065927267074585,1741097252.5308254,-0.001469254493713379,27
27,0.06273990124464035,27,-1.640511155128479,0,-1.0319702625274658,0.6049408912658691,86.62707352638245,0.5589,1.1659207344055176,-0.9975929260253906,-0.0009586811065673828,8.254716981132076e-09,-1.6363072395324707,0.01,-0.9966479539871216,0.004351377487182617,1.0844019651412964,-1.0290324687957764,1741097255.4744246,0.00531005859375,28
28,0.06592915952205658,28,-1.3435139656066895,0,-1.3103716373443604,0.5241333842277527,89.55074453353882,0.5418,1.6487436294555664,-0.9638305902481079,-0.013533473014831543,8.549528301886791e-09,-1.348820447921753,0.01,-0.9624298810958862,-0.0051146745681762695,0.9164084196090698,-1.307652235031128,1741097258.3980956,0.008418798446655273,29
29,0.06250143051147461,29,-1.2341256141662598,0,-1.0580058097839355,0.5857535600662231,92.62000846862793,0.3628,0.8634864091873169,-0.600848376750946,-5.7220458984375e-06,8.844339622641509e-09,-1.226823091506958,0.01,-0.6014875769615173,-0.0009734630584716797,1.046504259109497,-1.0565130710601807,1741097261.4673595,-0.0009677410125732422,30
30,0.06381019949913025,30,-1.1818019151687622,0,-0.9359208345413208,0.36029312014579773,95.56329393386841,0.4134,0.8500878214836121,-0.7057452201843262,-0.005213618278503418,9.139150943396226e-09,-1.179133415222168,0.01,-0.7048903703689575,-0.006795406341552734,0.592965841293335,-0.9335857033729553,1741097264.410645,-0.0015817880630493164,31
31,0.06376064568758011,31,-1.7386229038238525,0,-1.1666401624679565,0.4237239956855774,98.62925815582275,0.5981,1.0579276084899902,-1.0719414949417114,-0.005017399787902832,9.433962264150943e-09,-1.7362257242202759,0.01,-1.0720937252044678,-0.003731369972229004,0.7199267148971558,-1.1656203269958496,1741097267.4766092,0.0012860298156738281,32
32,0.06648216396570206,32,-1.6282248497009277,0,-0.776925265789032,0.8864769339561462,101.57577395439148,0.6066,1.1023045778274536,-1.0845035314559937,-0.015682697296142578,9.728773584905659e-09,-1.6275526285171509,0.01,-1.0861482620239258,-0.005602359771728516,1.6399894952774048,-0.7772500514984131,1741097270.423125,0.010080337524414062,33
33,0.061490945518016815,33,-1.6353743076324463,1,-0.719711422920227,0.45384711027145386,104.51406955718994,0.4313,0.7821691036224365,-0.7375019788742065,0.004052639007568359,1.0023584905660376e-08,-1.6346638202667236,0.01,-0.7387168407440186,-0.003275156021118164,0.7847123146057129,-0.7172501087188721,1741097273.3614206,-0.0073277950286865234,34
34,0.06367136538028717,34,-1.6277801990509033,0,-1.253428339958191,0.675918459892273,107.47433018684387,0.6206,1.3824249505996704,-1.1159167289733887,-0.004663705825805664,1.0318396226415094e-08,-1.6280596256256104,0.01,-1.1170381307601929,-0.004869699478149414,1.224494218826294,-1.2513775825500488,1741097276.3216813,-0.00020599365234375,35
35,0.06368803232908249,35,-1.6357603073120117,0,-1.2810657024383545,0.5697612762451172,110.40234589576721,0.5309,1.549963355064392,-0.9485757946968079,-0.004729747772216797,1.061320754716981e-08,-1.632995367050171,0.01,-0.9436126947402954,0.002015829086303711,1.0121464729309082,-1.2789745330810547,1741097279.249697,0.006745576858520508,36
36,0.06043291464447975,36,-1.3434712886810303,1,-1.1536433696746826,0.538945734500885,113.33294892311096,0.5019,0.7289164066314697,-0.8793319463729858,0.008337855339050293,1.0908018867924527e-08,-1.3418588638305664,0.01,-0.8800441026687622,0.0024749040603637695,0.9570255875587463,-1.1516538858413696,1741097282.1803,-0.0058629512786865234,37
37,0.06118537113070488,37,-1.2424595355987549,1,-1.1620734930038452,0.46747100353240967,116.27434182167053,0.4624,0.9790646433830261,-0.7986274361610413,0.005286455154418945,1.1202830188679244e-08,-1.2472320795059204,0.01,-0.7996246814727783,0.008109092712402344,0.8125712871551514,-1.1611697673797607,1741097285.121693,0.0028226375579833984,38
38,0.062384091317653656,38,-1.12595796585083,1,-1.0891506671905518,0.3714442551136017,119.18547868728638,0.521,1.7345739603042603,-0.920224666595459,0.00046384334564208984,1.1497641509433961e-08,-1.1255903244018555,0.01,-0.9199848175048828,0.0065125226974487305,0.6181203126907349,-1.0862877368927002,1741097288.0328298,0.006048679351806641,39
